subscription_started,cancel_time,subscription_plan_type
2020-09-08T15:36:48,,lifetime
2020-11-14T11:24:47,,lifetime
2022-01-04T14:35:59,,lifetime
2022-07-11T12:09:02,,lifetime
2022-09-30T10:09:32,,lifetime
2022-10-12T11:25:15,,lifetime
2023-01-07T15:24:19,,lifetime
2020-09-03T14:09:04,,lifetime
2020-10-20T12:11:31,,lifetime
2021-05-28T09:17:28,,lifetime
2021-09-22T12:29:34,,lifetime
2021-10-06T17:30:26,,lifetime
2022-08-03T04:27:34,,lifetime
2022-10-07T18:56:50,,lifetime
2021-06-20T10:46:54,,lifetime
2022-11-12T15:36:41,,lifetime
2023-07-02T13:40:04,,lifetime
2020-09-14T21:37:51,,lifetime
2021-08-13T11:30:11,,lifetime
2020-09-14T13:56:03,,lifetime
2021-10-09T17:35:01,,lifetime
2022-04-02T09:01:17,,lifetime
2024-10-24T08:37:20,,lifetime
2023-03-12T06:52:19,,lifetime
2020-09-04T11:37:05,,lifetime
2020-10-04T13:03:10,,lifetime
2022-07-23T10:37:26,,lifetime
2024-07-02T17:45:40,,lifetime
2024-03-21T09:04:04,,lifetime
2022-07-06T11:27:03,,lifetime
2020-09-10T00:56:42,,lifetime
2020-10-07T14:36:19,,lifetime
2020-10-13T12:57:53,,lifetime
2020-11-26T15:04:22,,lifetime
2021-10-04T07:59:39,,lifetime
2022-04-05T19:03:10,,lifetime
2022-07-10T10:13:55,,lifetime
2020-11-13T07:44:41,,lifetime
2021-06-21T12:12:00,,lifetime
2022-07-08T16:24:25,,lifetime
2023-03-22T11:41:34,,lifetime
2020-09-09T03:46:07,,lifetime
2020-12-25T22:43:36,,lifetime
2021-02-14T19:38:13,,lifetime
2021-11-04T15:55:31,,lifetime
2022-01-06T17:04:39,,lifetime
2021-09-06T16:56:20,,lifetime
2022-04-28T16:10:04,,lifetime
2022-12-05T13:51:05,,lifetime
2021-02-28T12:53:47,,lifetime
2022-12-26T07:10:39,,lifetime
2024-05-26T18:32:51,,lifetime
2020-09-09T10:41:11,,lifetime
2021-12-31T22:51:07,,lifetime
2022-08-05T10:37:16,,lifetime
2021-12-31T23:53:19,,lifetime
2022-10-21T15:06:10,,lifetime
2024-10-09T00:27:10,,lifetime
2021-02-03T17:47:08,,lifetime
2022-11-10T16:11:21,,lifetime
2023-10-11T10:40:12,,lifetime
2024-02-16T00:41:45,,lifetime
2022-10-26T19:36:15,,lifetime
2020-09-09T15:02:22,,lifetime
2020-09-18T20:36:59,,lifetime
2020-11-22T01:08:13,,lifetime
2022-03-03T09:03:56,,lifetime
2022-06-05T19:00:08,,lifetime
2022-10-22T23:32:02,,lifetime
2023-05-26T18:52:12,,lifetime
2024-01-15T04:00:25,,lifetime
2020-09-13T10:12:42,,lifetime
2021-01-24T00:01:18,,lifetime
2022-03-21T05:28:46,,lifetime
2022-03-23T12:10:51,,lifetime
2022-07-29T12:12:27,,lifetime
2023-10-21T22:05:36,,lifetime
2020-10-10T07:48:07,,lifetime
2021-02-09T18:56:20,,lifetime
2021-06-03T02:26:57,,lifetime
2021-10-01T21:22:24,,lifetime
2024-05-08T05:50:23,,lifetime
2021-01-02T18:29:40,,lifetime
2021-10-06T16:39:39,,lifetime
2022-07-11T06:39:00,,lifetime
2022-10-05T16:50:44,,lifetime
2023-07-16T22:06:13,,lifetime
2021-10-06T06:21:28,,lifetime
2022-04-30T13:50:37,,lifetime
2022-05-06T12:43:46,,lifetime
2023-07-31T21:38:23,,lifetime
2020-09-11T08:46:06,,lifetime
2021-09-21T22:23:47,,lifetime
2022-04-06T15:12:29,,lifetime
2022-12-25T00:24:08,,lifetime
2020-09-09T13:13:41,,lifetime
2021-01-05T14:00:00,,lifetime
2021-09-22T16:34:07,,lifetime
2022-01-07T16:30:57,,lifetime
2023-01-06T10:18:39,,lifetime
2020-09-29T23:26:12,,lifetime
2021-03-21T13:45:51,,lifetime
2022-06-29T12:07:29,,lifetime
2023-05-30T19:18:28,,lifetime
2023-10-22T06:21:50,,lifetime
2020-09-11T11:09:08,,lifetime
2021-01-27T05:47:34,,lifetime
2021-12-06T17:34:11,,lifetime
2021-12-30T10:26:03,,lifetime
2022-05-28T11:24:32,,lifetime
2022-10-10T01:57:43,,lifetime
2023-05-26T18:59:42,,lifetime
2020-09-03T16:55:27,,lifetime
2022-10-21T22:27:30,,lifetime
2023-04-20T15:10:20,,lifetime
2021-12-31T10:55:43,,lifetime
2023-02-05T09:43:03,,lifetime
2024-05-23T14:37:08,,lifetime
2020-11-26T19:10:09,,lifetime
2021-02-20T23:00:24,,lifetime
2021-03-09T14:25:43,,lifetime
2022-05-17T01:21:49,,lifetime
2022-12-30T14:08:35,,lifetime
2022-03-30T23:09:47,,lifetime
2023-07-05T12:00:42,,lifetime
2020-09-18T20:02:48,,lifetime
2020-11-02T13:20:05,,lifetime
2020-12-04T11:44:38,,lifetime
2020-12-08T17:12:51,,lifetime
2020-09-14T14:01:05,,lifetime
2022-07-05T20:48:19,,lifetime
2023-04-17T16:07:33,,lifetime
2021-09-27T08:40:02,,lifetime
2022-03-31T13:01:50,,lifetime
2023-01-06T02:10:15,,lifetime
2023-02-26T21:36:50,,lifetime
2022-02-21T17:58:13,,lifetime
2020-09-21T00:28:20,,lifetime
2022-04-23T22:53:14,,lifetime
2022-06-06T00:57:16,,lifetime
2023-01-18T00:34:07,,lifetime
2023-01-23T11:32:03,,lifetime
2020-09-21T17:47:13,,lifetime
2020-09-23T07:41:58,,lifetime
2022-02-18T11:58:48,,lifetime
2022-10-20T11:28:48,,lifetime
2022-10-25T11:07:15,,lifetime
2022-11-25T13:10:29,,lifetime
2023-09-23T23:40:55,,lifetime
2020-11-27T08:09:12,,lifetime
2020-10-04T15:54:53,,lifetime
2020-12-09T17:37:08,,lifetime
2022-07-08T21:46:05,,lifetime
2022-07-10T22:31:53,,lifetime
2022-07-17T15:51:35,,lifetime
2024-06-29T00:36:49,,lifetime
2023-01-01T11:03:43,,lifetime
2023-05-15T13:11:39,,lifetime
2022-03-21T11:00:58,,lifetime
2022-04-30T15:49:11,,lifetime
2020-12-14T14:10:08,,lifetime
2023-04-10T15:13:37,,lifetime
2022-04-06T10:48:36,,lifetime
2022-07-04T08:23:28,,lifetime
2024-09-12T16:46:55,,lifetime
2020-10-13T12:49:50,,lifetime
2022-03-30T03:29:43,,lifetime
2022-06-13T18:18:01,,lifetime
2020-09-09T10:43:15,,lifetime
2020-09-22T11:07:27,,lifetime
2022-04-05T17:05:19,,lifetime
2022-09-20T17:20:30,,lifetime
2023-07-05T21:04:44,,lifetime
2021-12-29T14:27:03,,lifetime
2023-07-26T23:00:34,,lifetime
2024-05-05T04:00:34,,lifetime
2020-09-18T11:17:32,,lifetime
2021-10-04T21:41:21,,lifetime
2023-04-24T09:29:05,,lifetime
2023-10-07T16:12:55,,lifetime
2020-09-21T17:57:42,,lifetime
2022-03-30T11:05:17,,lifetime
2020-09-04T12:26:16,,lifetime
2021-12-31T01:19:20,,lifetime
2020-09-16T09:06:09,,lifetime
2021-02-23T16:11:33,,lifetime
2022-03-07T16:14:39,,lifetime
2022-05-05T16:47:24,,lifetime
2023-07-09T20:38:57,,lifetime
2021-10-04T14:10:31,,lifetime
2023-08-01T00:06:26,,lifetime
2021-10-08T20:44:25,,lifetime
2024-10-13T05:20:38,,lifetime
2020-10-08T15:20:30,,lifetime
2020-12-01T16:21:59,,lifetime
2022-06-09T09:19:46,,lifetime
2023-10-06T20:31:56,,lifetime
2020-09-22T12:10:20,,lifetime
2021-09-30T04:44:30,,lifetime
2020-11-27T20:01:49,,lifetime
2021-10-08T10:50:03,,lifetime
2021-05-20T22:25:08,,lifetime
2021-10-06T18:20:52,,lifetime
2021-11-04T11:00:50,,lifetime
2022-01-13T14:59:07,,lifetime
2022-06-27T15:31:49,,lifetime
2020-10-09T13:20:11,,lifetime
2022-01-06T20:51:29,,lifetime
2021-08-31T12:25:53,,lifetime
2021-11-04T17:20:19,,lifetime
2022-11-25T13:52:40,,lifetime
2023-05-09T09:56:09,,lifetime
2020-09-10T10:36:49,,lifetime
2022-03-31T12:42:01,,lifetime
2021-05-31T12:48:59,,lifetime
2021-12-29T21:03:58,,lifetime
2021-04-25T17:14:54,,lifetime
2022-04-01T21:47:16,,lifetime
2020-11-02T18:05:34,,lifetime
2022-03-31T12:20:18,,lifetime
2022-10-14T11:38:29,,lifetime
2024-02-28T11:12:01,,lifetime
2022-03-31T14:01:10,,lifetime
2022-05-04T07:58:56,,lifetime
2022-12-31T18:54:54,,lifetime
2023-05-10T06:56:14,,lifetime
2023-07-24T00:23:23,,lifetime
2020-09-21T12:07:12,,lifetime
2021-12-31T21:22:35,,lifetime
2022-01-18T14:25:27,,lifetime
2022-10-22T22:51:21,,lifetime
2020-09-05T12:30:19,,lifetime
2020-09-07T15:36:42,,lifetime
2020-09-08T08:05:44,,lifetime
2020-09-09T14:32:43,,lifetime
2020-09-10T17:38:45,,lifetime
2020-09-18T13:09:18,,lifetime
2020-09-19T00:25:57,,lifetime
2020-09-19T13:03:13,,lifetime
2020-09-20T12:01:27,,lifetime
2020-09-23T16:55:24,,lifetime
2020-09-25T12:27:04,,lifetime
2020-09-27T13:07:14,,lifetime
2020-09-27T23:32:40,,lifetime
2020-09-28T06:21:57,,lifetime
2020-09-29T00:40:23,,lifetime
2020-09-29T19:39:08,,lifetime
2020-09-30T20:07:52,,lifetime
2020-10-01T14:52:17,,lifetime
2020-10-01T22:16:36,,lifetime
2020-10-01T23:41:54,,lifetime
2020-10-02T02:39:29,,lifetime
2020-10-03T09:45:04,,lifetime
2020-10-04T11:11:34,,lifetime
2020-10-05T22:48:26,,lifetime
2020-10-09T10:19:44,,lifetime
2020-10-09T10:50:10,,lifetime
2020-10-09T11:47:18,,lifetime
2020-10-09T14:30:35,,lifetime
2020-10-09T16:20:27,,lifetime
2020-10-09T16:22:39,,lifetime
2020-10-09T16:25:11,,lifetime
2020-10-09T21:09:22,,lifetime
2020-10-09T21:27:53,,lifetime
2020-10-09T23:49:36,,lifetime
2020-10-09T23:56:50,,lifetime
2020-10-10T01:44:01,,lifetime
2020-10-10T11:18:29,,lifetime
2020-10-10T13:49:08,,lifetime
2020-10-10T17:10:55,,lifetime
2020-10-10T19:56:16,,lifetime
2020-10-11T00:59:44,,lifetime
2020-10-13T09:59:19,,lifetime
2020-10-13T14:04:01,,lifetime
2020-10-13T14:40:26,,lifetime
2020-10-13T14:46:47,,lifetime
2020-10-13T15:57:03,,lifetime
2020-10-14T12:16:39,,lifetime
2020-10-18T10:26:29,,lifetime
2020-10-19T11:33:53,,lifetime
2020-10-23T13:27:34,,lifetime
2020-11-13T08:12:30,,lifetime
2020-11-24T19:06:21,,lifetime
2020-11-24T20:52:41,,lifetime
2020-11-26T05:58:22,,lifetime
2020-11-26T13:10:39,,lifetime
2020-11-26T13:21:42,,lifetime
2020-11-26T14:54:15,,lifetime
2020-11-26T19:32:27,,lifetime
2020-11-27T12:33:11,,lifetime
2020-11-27T12:53:52,,lifetime
2020-11-28T12:10:46,,lifetime
2020-11-28T12:28:50,,lifetime
2020-11-28T19:37:46,,lifetime
2020-11-29T08:57:38,,lifetime
2020-11-29T21:55:45,,lifetime
2020-11-30T11:39:32,,lifetime
2020-12-01T17:48:40,,lifetime
2020-12-02T11:09:50,,lifetime
2020-12-02T16:30:51,,lifetime
2020-12-04T02:32:16,,lifetime
2020-12-04T12:01:51,,lifetime
2020-12-04T15:15:48,,lifetime
2020-12-04T15:21:32,,lifetime
2020-12-04T16:15:36,,lifetime
2020-12-04T19:54:17,,lifetime
2020-12-04T20:45:53,,lifetime
2020-12-07T09:31:49,,lifetime
2020-12-07T11:06:00,,lifetime
2020-12-07T15:15:48,,lifetime
2020-12-07T16:11:54,,lifetime
2020-12-07T16:52:24,,lifetime
2020-12-07T17:10:18,,lifetime
2020-12-07T17:58:37,,lifetime
2020-12-08T12:09:44,,lifetime
2020-12-09T11:55:13,,lifetime
2020-12-09T16:05:34,,lifetime
2020-12-14T22:59:06,,lifetime
2020-12-26T11:15:28,,lifetime
2020-12-26T16:55:30,,lifetime
2020-12-28T05:06:22,,lifetime
2020-12-28T14:00:50,,lifetime
2020-12-30T11:38:43,,lifetime
2020-12-31T12:17:39,,lifetime
2020-12-31T12:37:50,,lifetime
2020-12-31T15:53:50,,lifetime
2021-01-02T00:25:50,,lifetime
2021-01-02T10:10:42,,lifetime
2021-01-02T17:03:37,,lifetime
2021-01-03T13:19:17,,lifetime
2021-01-04T14:51:17,,lifetime
2021-01-04T23:14:36,,lifetime
2021-01-05T10:42:41,,lifetime
2021-01-05T19:05:47,,lifetime
2021-01-06T21:41:06,,lifetime
2021-01-06T22:44:42,,lifetime
2021-01-08T09:28:06,,lifetime
2021-01-08T10:07:18,,lifetime
2021-01-10T07:59:07,,lifetime
2021-01-11T18:09:30,,lifetime
2021-01-20T19:13:50,,lifetime
2021-01-28T17:50:34,,lifetime
2021-02-04T00:20:19,,lifetime
2021-02-12T17:08:35,,lifetime
2021-02-24T22:27:49,,lifetime
2021-03-01T14:25:40,,lifetime
2021-03-10T19:39:09,,lifetime
2021-03-18T14:31:16,,lifetime
2021-03-28T05:16:31,,lifetime
2021-04-08T13:49:31,,lifetime
2021-04-16T19:17:11,,lifetime
2021-04-23T16:22:12,,lifetime
2021-04-25T12:18:19,,lifetime
2021-04-27T13:07:46,,lifetime
2021-04-29T06:28:56,,lifetime
2021-05-13T18:17:12,,lifetime
2021-05-19T21:45:00,,lifetime
2021-05-19T23:52:59,,lifetime
2021-05-25T19:02:18,,lifetime
2021-05-25T19:12:32,,lifetime
2021-05-25T19:33:33,,lifetime
2021-05-25T22:48:23,,lifetime
2021-05-26T01:34:06,,lifetime
2021-05-26T21:58:57,,lifetime
2021-05-26T22:24:45,,lifetime
2021-05-27T07:03:50,,lifetime
2021-05-27T12:29:00,,lifetime
2021-05-27T13:08:03,,lifetime
2021-05-27T13:16:20,,lifetime
2021-05-28T16:41:14,,lifetime
2021-05-29T08:33:13,,lifetime
2021-05-29T19:08:02,,lifetime
2021-05-30T00:02:52,,lifetime
2021-05-30T14:54:39,,lifetime
2021-06-01T12:18:58,,lifetime
2021-06-01T13:17:24,,lifetime
2021-06-01T16:06:29,,lifetime
2021-06-02T08:47:27,,lifetime
2021-06-02T12:52:10,,lifetime
2021-06-02T13:03:17,,lifetime
2021-06-02T14:28:03,,lifetime
2021-06-02T14:53:10,,lifetime
2021-06-03T08:43:48,,lifetime
2021-06-03T10:06:34,,lifetime
2021-06-03T11:00:50,,lifetime
2021-06-03T14:30:21,,lifetime
2021-06-03T15:08:18,,lifetime
2021-06-03T15:10:52,,lifetime
2021-06-03T16:24:52,,lifetime
2021-06-03T18:24:15,,lifetime
2021-06-03T23:50:03,,lifetime
2021-06-04T17:27:37,,lifetime
2021-06-04T18:03:02,,lifetime
2021-06-04T18:27:08,,lifetime
2021-06-04T22:21:09,,lifetime
2021-06-04T23:45:41,,lifetime
2021-06-05T13:32:11,,lifetime
2021-06-05T21:54:28,,lifetime
2021-06-07T12:41:14,,lifetime
2021-06-07T13:52:37,,lifetime
2021-06-07T14:09:20,,lifetime
2021-06-07T17:54:04,,lifetime
2021-06-08T15:26:06,,lifetime
2021-06-09T11:34:14,,lifetime
2021-06-09T20:07:34,,lifetime
2021-06-10T10:18:58,,lifetime
2021-06-10T10:34:43,,lifetime
2021-06-10T11:06:24,,lifetime
2021-06-10T15:54:04,,lifetime
2021-06-14T17:16:22,,lifetime
2021-06-15T14:13:23,,lifetime
2021-06-17T09:52:07,,lifetime
2021-06-21T22:49:54,,lifetime
2021-06-22T14:10:06,,lifetime
2021-06-23T06:29:26,,lifetime
2021-06-23T09:34:56,,lifetime
2021-06-23T11:25:22,,lifetime
2021-06-25T11:05:44,,lifetime
2021-06-30T12:08:49,,lifetime
2021-07-02T10:48:51,,lifetime
2021-07-05T21:53:25,,lifetime
2021-07-14T04:18:00,,lifetime
2021-07-14T22:37:43,,lifetime
2021-07-26T15:46:40,,lifetime
2021-07-27T15:29:55,,lifetime
2021-07-29T12:48:37,,lifetime
2021-08-03T10:52:41,,lifetime
2021-08-23T11:16:52,,lifetime
2021-08-28T15:13:04,,lifetime
2021-08-28T18:33:31,,lifetime
2021-09-01T15:21:36,,lifetime
2021-09-06T18:38:32,,lifetime
2021-09-14T17:31:18,,lifetime
2021-09-14T18:14:04,,lifetime
2021-09-20T12:21:33,,lifetime
2021-09-21T12:03:53,,lifetime
2021-09-22T15:27:54,,lifetime
2021-09-23T14:51:00,,lifetime
2021-09-23T15:05:46,,lifetime
2021-09-23T16:25:13,,lifetime
2021-09-23T16:32:11,,lifetime
2021-09-23T18:45:48,,lifetime
2021-09-24T11:48:41,,lifetime
2021-09-24T17:44:41,,lifetime
2021-09-26T13:21:05,,lifetime
2021-09-27T02:30:00,,lifetime
2021-09-28T08:02:49,,lifetime
2021-09-28T10:01:56,,lifetime
2021-09-28T10:12:41,,lifetime
2021-09-28T10:17:33,,lifetime
2021-09-28T10:20:52,,lifetime
2021-09-28T12:52:08,,lifetime
2021-09-28T15:03:37,,lifetime
2021-09-29T12:34:25,,lifetime
2021-09-29T15:02:16,,lifetime
2021-09-30T09:59:58,,lifetime
2021-09-30T10:09:57,,lifetime
2021-09-30T15:17:10,,lifetime
2021-09-30T15:22:15,,lifetime
2021-10-01T14:19:46,,lifetime
2021-10-01T17:45:11,,lifetime
2021-10-01T18:11:39,,lifetime
2021-10-03T07:30:18,,lifetime
2021-10-04T14:27:23,,lifetime
2021-10-05T13:14:46,,lifetime
2021-10-05T15:45:48,,lifetime
2021-10-05T15:52:51,,lifetime
2021-10-05T16:02:31,,lifetime
2021-10-06T12:09:46,,lifetime
2021-10-06T14:40:41,,lifetime
2021-10-06T22:32:49,,lifetime
2021-10-06T22:43:17,,lifetime
2021-10-07T09:59:02,,lifetime
2021-10-07T10:20:07,,lifetime
2021-10-07T10:32:45,,lifetime
2021-10-07T10:38:14,,lifetime
2021-10-07T10:46:13,,lifetime
2021-10-07T18:16:52,,lifetime
2021-10-07T22:13:26,,lifetime
2021-10-07T22:27:11,,lifetime
2021-10-07T22:37:14,,lifetime
2021-10-07T22:48:58,,lifetime
2021-10-07T23:03:16,,lifetime
2021-10-07T23:12:02,,lifetime
2021-10-07T23:17:33,,lifetime
2021-10-07T23:33:22,,lifetime
2021-10-07T23:39:45,,lifetime
2021-10-07T23:53:40,,lifetime
2021-10-08T14:47:30,,lifetime
2021-10-08T19:25:54,,lifetime
2021-10-08T20:00:42,,lifetime
2021-10-08T20:07:22,,lifetime
2021-10-08T20:15:53,,lifetime
2021-10-12T09:17:32,,lifetime
2021-10-12T09:25:46,,lifetime
2021-10-12T10:46:30,,lifetime
2021-10-12T11:18:31,,lifetime
2021-10-12T17:43:02,,lifetime
2021-10-13T12:56:50,,lifetime
2021-10-14T09:16:28,,lifetime
2021-10-14T15:29:32,,lifetime
2021-10-15T16:25:50,,lifetime
2021-10-15T20:23:37,,lifetime
2021-10-18T15:51:30,,lifetime
2021-10-19T13:46:51,,lifetime
2021-10-19T14:37:03,,lifetime
2021-10-19T15:47:33,,lifetime
2021-10-20T16:22:05,,lifetime
2021-10-25T11:25:08,,lifetime
2021-10-27T08:48:18,,lifetime
2021-10-27T15:55:02,,lifetime
2021-11-01T16:03:11,,lifetime
2021-11-02T16:07:09,,lifetime
2021-11-04T16:16:22,,lifetime
2021-11-11T13:40:22,,lifetime
2021-11-11T14:44:37,,lifetime
2021-11-11T15:07:34,,lifetime
2021-11-11T19:31:52,,lifetime
2021-11-17T20:32:29,,lifetime
2021-11-22T11:21:57,,lifetime
2021-12-02T16:25:29,,lifetime
2021-12-07T11:20:26,,lifetime
2021-12-11T19:57:26,,lifetime
2021-12-28T20:28:25,,lifetime
2021-12-29T14:01:31,,lifetime
2021-12-29T15:19:31,,lifetime
2021-12-29T20:13:09,,lifetime
2021-12-29T20:19:08,,lifetime
2021-12-31T06:20:58,,lifetime
2021-12-31T10:59:35,,lifetime
2021-12-31T11:13:49,,lifetime
2021-12-31T20:22:24,,lifetime
2021-12-31T21:01:01,,lifetime
2021-12-31T23:41:17,,lifetime
2022-01-01T00:51:30,,lifetime
2022-01-01T15:01:57,,lifetime
2022-01-03T18:09:27,,lifetime
2022-01-03T19:00:02,,lifetime
2022-01-03T19:07:15,,lifetime
2022-01-03T19:14:13,,lifetime
2022-01-03T19:20:00,,lifetime
2022-01-04T14:59:54,,lifetime
2022-01-04T15:14:38,,lifetime
2022-01-05T17:25:30,,lifetime
2022-01-05T17:34:44,,lifetime
2022-01-06T09:26:17,,lifetime
2022-01-07T16:54:36,,lifetime
2022-01-10T02:18:05,,lifetime
2022-01-10T16:40:16,,lifetime
2022-01-11T16:46:27,,lifetime
2022-01-11T22:44:40,,lifetime
2022-01-12T09:27:31,,lifetime
2022-01-14T08:13:06,,lifetime
2022-01-14T14:25:38,,lifetime
2022-01-15T19:12:29,,lifetime
2022-01-17T11:17:28,,lifetime
2022-01-17T16:22:28,,lifetime
2022-01-17T18:10:33,,lifetime
2022-01-21T17:48:04,,lifetime
2022-01-24T17:57:10,,lifetime
2022-01-25T00:03:55,,lifetime
2022-01-27T11:43:50,,lifetime
2022-01-28T11:08:26,,lifetime
2022-02-07T16:07:33,,lifetime
2022-02-08T13:49:22,,lifetime
2022-02-11T13:00:07,,lifetime
2022-02-16T09:37:03,,lifetime
2022-02-23T12:18:27,,lifetime
2022-02-24T09:20:34,,lifetime
2022-03-05T17:07:19,,lifetime
2022-03-09T16:45:30,,lifetime
2022-03-14T18:04:04,,lifetime
2022-03-16T10:23:24,,lifetime
2022-03-16T10:27:56,,lifetime
2022-03-20T23:19:12,,lifetime
2022-03-22T00:09:55,,lifetime
2022-03-22T00:13:35,,lifetime
2022-03-22T14:56:04,,lifetime
2022-03-23T11:37:49,,lifetime
2022-03-24T14:39:59,,lifetime
2022-03-26T13:53:57,,lifetime
2022-03-28T14:49:26,,lifetime
2022-03-28T16:19:57,,lifetime
2022-03-29T10:30:33,,lifetime
2022-03-29T16:28:21,,lifetime
2022-03-30T09:51:27,,lifetime
2022-03-30T13:54:00,,lifetime
2022-03-30T14:21:00,,lifetime
2022-03-31T09:35:20,,lifetime
2022-03-31T10:39:33,,lifetime
2022-03-31T10:59:08,,lifetime
2022-03-31T11:53:17,,lifetime
2022-03-31T14:06:24,,lifetime
2022-03-31T18:39:05,,lifetime
2022-04-01T09:12:34,,lifetime
2022-04-01T10:12:36,,lifetime
2022-04-01T10:26:29,,lifetime
2022-04-01T15:43:13,,lifetime
2022-04-04T09:06:35,,lifetime
2022-04-04T09:41:29,,lifetime
2022-04-04T13:47:56,,lifetime
2022-04-05T10:38:56,,lifetime
2022-04-05T16:17:28,,lifetime
2022-04-05T16:40:08,,lifetime
2022-04-05T17:06:22,,lifetime
2022-04-06T16:28:00,,lifetime
2022-04-07T13:33:15,,lifetime
2022-04-08T11:15:56,,lifetime
2022-04-19T13:36:32,,lifetime
2022-04-29T09:30:09,,lifetime
2022-05-05T09:00:54,,lifetime
2022-05-09T16:40:14,,lifetime
2022-05-11T18:48:03,,lifetime
2022-05-24T08:57:10,,lifetime
2022-06-02T09:52:22,,lifetime
2022-06-03T07:08:11,,lifetime
2022-06-07T10:12:29,,lifetime
2022-06-14T15:21:04,,lifetime
2022-06-15T22:38:13,,lifetime
2022-06-22T09:43:01,,lifetime
2022-06-23T02:02:47,,lifetime
2022-06-23T09:18:50,,lifetime
2022-06-23T10:10:34,,lifetime
2022-06-24T08:38:34,,lifetime
2022-06-28T16:28:39,,lifetime
2022-06-29T14:48:55,,lifetime
2022-06-30T16:16:16,,lifetime
2022-06-30T17:00:59,,lifetime
2022-07-01T12:34:04,,lifetime
2022-07-01T12:56:18,,lifetime
2022-07-03T13:02:19,,lifetime
2022-07-03T17:03:15,,lifetime
2022-07-04T09:09:47,,lifetime
2022-07-04T09:15:45,,lifetime
2022-07-04T13:30:15,,lifetime
2022-07-04T16:18:14,,lifetime
2022-07-05T00:21:51,,lifetime
2022-07-05T01:02:19,,lifetime
2022-07-05T09:08:29,,lifetime
2022-07-05T11:14:53,,lifetime
2022-07-05T11:15:17,,lifetime
2022-07-05T15:09:45,,lifetime
2022-07-06T10:09:32,,lifetime
2022-07-06T10:45:59,,lifetime
2022-07-06T11:08:11,,lifetime
2022-07-06T11:21:36,,lifetime
2022-07-06T12:23:30,,lifetime
2022-07-06T12:45:19,,lifetime
2022-07-06T12:55:06,,lifetime
2022-07-06T13:09:21,,lifetime
2022-07-06T15:46:42,,lifetime
2022-07-06T17:32:54,,lifetime
2022-07-07T09:06:48,,lifetime
2022-07-07T10:47:12,,lifetime
2022-07-07T14:03:14,,lifetime
2022-07-07T15:48:12,,lifetime
2022-07-07T17:19:29,,lifetime
2022-07-08T10:54:57,,lifetime
2022-07-08T11:01:45,,lifetime
2022-07-08T13:52:05,,lifetime
2022-07-08T16:18:55,,lifetime
2022-07-08T17:31:09,,lifetime
2022-07-08T20:11:13,,lifetime
2022-07-09T11:43:05,,lifetime
2022-07-09T13:14:20,,lifetime
2022-07-09T19:48:26,,lifetime
2022-07-10T07:57:13,,lifetime
2022-07-10T09:48:28,,lifetime
2022-07-10T18:27:10,,lifetime
2022-07-10T19:09:48,,lifetime
2022-07-10T22:03:52,,lifetime
2022-07-11T02:48:40,,lifetime
2022-07-11T09:23:15,,lifetime
2022-07-11T11:43:22,,lifetime
2022-07-11T14:16:29,,lifetime
2022-07-11T14:54:29,,lifetime
2022-07-11T15:45:11,,lifetime
2022-07-11T16:31:32,,lifetime
2022-07-11T21:29:10,,lifetime
2022-07-11T22:14:12,,lifetime
2022-07-12T00:57:52,,lifetime
2022-07-12T10:04:20,,lifetime
2022-07-12T10:44:23,,lifetime
2022-07-12T11:10:21,,lifetime
2022-07-12T11:44:49,,lifetime
2022-07-12T12:23:18,,lifetime
2022-07-12T13:26:28,,lifetime
2022-07-12T13:38:28,,lifetime
2022-07-12T14:18:39,,lifetime
2022-07-12T14:55:17,,lifetime
2022-07-12T15:43:45,,lifetime
2022-07-13T09:16:51,,lifetime
2022-07-13T09:30:25,,lifetime
2022-07-13T11:58:11,,lifetime
2022-07-13T13:30:21,,lifetime
2022-07-13T14:12:48,,lifetime
2022-07-13T15:27:23,,lifetime
2022-07-15T12:34:12,,lifetime
2022-07-15T17:01:04,,lifetime
2022-07-18T08:57:44,,lifetime
2022-07-18T11:12:34,,lifetime
2022-07-18T15:27:56,,lifetime
2022-07-18T16:21:17,,lifetime
2022-07-19T14:07:41,,lifetime
2022-07-19T14:42:39,,lifetime
2022-07-20T08:31:54,,lifetime
2022-07-20T11:21:59,,lifetime
2022-07-20T12:22:48,,lifetime
2022-07-22T10:19:24,,lifetime
2022-07-26T10:40:47,,lifetime
2022-07-27T09:34:40,,lifetime
2022-07-27T11:41:50,,lifetime
2022-07-28T14:23:58,,lifetime
2022-07-29T13:41:42,,lifetime
2022-08-02T09:10:00,,lifetime
2022-08-02T16:09:19,,lifetime
2022-08-05T14:58:31,,lifetime
2022-08-17T08:50:56,,lifetime
2022-08-18T11:27:23,,lifetime
2022-08-18T14:54:54,,lifetime
2022-08-24T14:25:03,,lifetime
2022-08-24T15:12:16,,lifetime
2022-08-26T15:10:19,,lifetime
2022-09-09T11:49:30,,lifetime
2022-09-20T13:19:16,,lifetime
2022-09-30T21:34:34,,lifetime
2022-10-01T10:10:46,,lifetime
2022-10-01T23:51:31,,lifetime
2022-10-02T23:56:09,,lifetime
2022-10-03T14:34:36,,lifetime
2022-10-04T11:10:31,,lifetime
2022-10-04T13:25:08,,lifetime
2022-10-04T14:38:56,,lifetime
2022-10-05T22:33:17,,lifetime
2022-10-06T09:35:40,,lifetime
